summons_number,plate_id,registration_state,plate_type,issue_date,violation_code,vehicle_body_type,vehicle_make,issuing_agency,street_code1,street_code2,street_code3,vehicle_expiration_date,violation_location,violation_precinct,issuer_precinct,issuer_code,issuer_command,issuer_squad,violation_time,time_first_observed,violation_county,violation_in_front_of_or_opposite,house_number,street_name,intersecting_street,date_first_observed,law_section,sub_division,violation_legal_code,days_parking_in_effect,from_hours_in_effect,to_hours_in_effect,vehicle_color,unregistered_vehicle?,vehicle_year,meter_number,feet_from_curb,violation_post_code,violation_description,no_standing_or_stopping_violation,hydrant_violation,double_parking_violation,vehicle_color_standard,borough,hour,day_of_week,year,month,restriction_start_hour,month_name
4904819408,HHV8000,NY,PAS,2024-06-28,36,SUBN,MAZDA,V,0,0,0,0,,0,0,0,,,1125P,,QN,,,EB NORTHERN BLVD @ A,LAMEDA AVE,0.0,1180.0,B,T,,,,BL,,2019.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,BLACK,Queens,11.0,Friday,2024,6,,June
9138624849,XHMC74,NJ,PAS,2024-07-16,20,VAN,FORD,T,13310,20190,26790,20220588,9.0,9,9,375345,T105,I,0222P,,NY,O,19,BLEECKER ST,,0.0,408.0,D,,YYYYYYY,,,WHITE,,0.0,,0.0,80.0,20-NO PARKING (COM PLATE),,,,WHITE,Manhattan,2.0,Tuesday,2024,7,,July
4037947470,LWT7961,PA,PAS,2024-07-08,5,SW,HONDA,V,0,0,0,0,,0,0,0,,,0910P,,MN,,,EB WASHINGTON BRIDGE,@ HARLEM RIVER DRIV,0.0,1111.0,C,T,,,,,,2001.0,,0.0,,BUS LANE VIOLATION,,,,,Manhattan,9.0,Monday,2024,7,,July
8930891391,86120MM,NY,COM,2024-07-23,69,VAN,FORD,T,34470,10610,10810,88888888,14.0,14,14,362259,T106,X,0213P,,NY,F,240,W 35TH ST,,0.0,408.0,H1,,YYYYY,0600A,0600P,BROWN,,2019.0,106700,0.0,99.0,69-FAIL TO DSP PRKING MTR RCPT,,,,BROWN,Manhattan,2.0,Tuesday,2024,7,6.0,July
4907633427,LFA5928,NY,PAS,2024-07-13,36,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0611A,,BX,,,WB BRUCKNER BLVD @ R,EVERE AVE,0.0,1180.0,B,T,,,,WH,,2023.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,WHITE,Bronx,6.0,Saturday,2024,7,,July
4908718891,LAE8210,NY,PAS,2024-07-20,36,PICK,RAM,V,0,0,0,0,,0,0,0,,,0701A,,BK,,,WB LINDEN BLVD @ MIL,FORD ST,0.0,1180.0,B,T,,,,WH,,2020.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,WHITE,Brooklyn,7.0,Saturday,2024,7,,July
9140819668,LAA3788,NY,PAS,2024-07-18,70,SUBN,FORD,T,18650,10410,25390,20250220,19.0,19,19,372252,T103,EE,1040A,,NY,O,25,E 83RD ST,,0.0,408.0,J3,,YYYYYYY,,,WH,,2020.0,,0.0,62.0,70B-IMPROPR DSPLY OF REG (NYS),,,,WHITE,Manhattan,10.0,Thursday,2024,7,,July
4907748980,KRU2727,NY,PAS,2024-07-16,36,PICK,TOYOT,V,0,0,0,0,,0,0,0,,,0838A,,QN,,,EB S CONDUIT AVE @ 1,29TH ST,0.0,1180.0,B,T,,,,GY,,2021.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Queens,8.0,Tuesday,2024,7,,July
9141028156,D48SKT,NJ,PAS,2024-07-14,20,4DSD,TESLA,T,26390,25890,25980,88888888,5.0,5,5,357338,T105,N,0241P,,NY,O,55,MONROE ST,,0.0,408.0,D,,YYYYYYY,,,GREY,,0.0,,0.0,,20A-NO PARKING (NON-COM),,,,GREY,Manhattan,2.0,Sunday,2024,7,,July
9139215064,38287PF,NY,APP,2024-06-27,14,DELV,KENWO,T,34630,10510,13610,20240930,14.0,14,14,370881,T106,G,0658A,,NY,F,127,W 43RD ST,,0.0,408.0,C,,YYYYYYY,,,WH,,2024.0,,0.0,17.0,14-NO STANDING,,,,WHITE,Manhattan,6.0,Thursday,2024,6,,June
4907802365,LDR3638,NY,PAS,2024-07-17,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0918A,,BK,,,WB FLATLANDS AVE @ E,52ND ST,0.0,1180.0,B,T,,,,GY,,2021.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Brooklyn,9.0,Wednesday,2024,7,,July
2018518112,IIMOONII,NY,SRF,2024-07-01,21,SUBN,NISSA,S,8140,0,28020,20241020,114.0,114,0,527619,QW01,,0749A,00000,Qns,F,22-45,31 STREET,,0.0,408.0,d1,,YYYYYY,0730A,0800A,BL,,2024.0,,0.0,,NO PARKING STREET CLEANING,,,,BLACK,Queens,7.0,Monday,2024,7,7.0,July
9138651051,97353NB,NY,COM,2024-06-26,21,UTIL,FORD,T,10210,18350,18370,20250831,19.0,19,19,362167,T103,BB,0738A,,NY,F,1175,3RD AVE,,0.0,408.0,D1,,YYYYYY,0730A,0800A,WH,,2013.0,,0.0,,21-NO PARKING (STREET CLEAN),,,,WHITE,Manhattan,7.0,Wednesday,2024,6,7.0,June
4907121271,132BP2,NY,MOT,2024-07-11,36,MCY,TAIZH,V,0,0,0,0,,0,0,0,,,0424P,,QN,,,SB SPRINGFIELD BLVD,@ 115TH RD,0.0,1180.0,B,T,,,,GR,,2023.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREEN,Queens,4.0,Thursday,2024,7,,July
4038094480,37627ND,NY,COM,2024-07-16,5,VAN,GMC,V,0,0,0,0,,0,0,0,,,0120P,,BX,,,WB E 161ST ST @ SHER,MAN AVE,0.0,1111.0,C,T,,,,WH,,2017.0,,0.0,,BUS LANE VIOLATION,,,,WHITE,Bronx,1.0,Tuesday,2024,7,,July
4908330906,KLX5118,NY,PAS,2024-07-20,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0543P,,MN,,,EB W 155TH ST @ ST N,ICHOLAS PL,0.0,1180.0,B,T,,,,WH,,2021.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,WHITE,Manhattan,5.0,Saturday,2024,7,,July
9141063429,81698ND,NY,COM,2024-07-15,46,DELV,GMC,T,10210,18750,18770,20240930,19.0,19,19,357724,T103,D,1033A,,NY,F,1570,3RD AVE,,0.0,408.0,F1,,YYYYYYY,,,WH,,2008.0,,0.0,4.0,46B-DOUBLE PARKING (COM-100FT),,,,WHITE,Manhattan,10.0,Monday,2024,7,,July
9141877706,902262T,NJ,PAS,2024-07-20,40,4DSD,CADIL,T,77030,6980,7080,88888888,62.0,62,62,332107,T302,L,0850A,,K,F,1425,SHORE PKY,,0.0,408.0,E2,,YYYYYYY,,,BLACK,,0.0,,0.0,,40-FIRE HYDRANT,,,,BLACK,Brooklyn,8.0,Saturday,2024,7,,July
9144605055,E71MXU,NJ,PAS,2024-07-17,16,2DSD,AUDI,T,32790,37240,37250,88888888,33.0,33,33,370736,T103,L,0548P,,NY,O,35,WADSWORTH AVE,,0.0,408.0,K2,,YYYYY,0800A,0600P,GREY,,0.0,,0.0,,16A-NO STD (COM VEH) NON-COM,,,,GREY,Manhattan,5.0,Wednesday,2024,7,8.0,July
9138393517,KHR4461,NY,PAS,2024-07-13,38,4DSD,HONDA,T,11710,35790,35810,20250105,24.0,24,24,374656,T103,I,0923A,,NY,F,850,AMSTERDAM AVE,,0.0,408.0,H1,,YYYYYY,0900A,0700P,GY,,2017.0,110923,0.0,18.0,38-FAILURE TO DSPLAY METER REC,,,,GREY,Manhattan,9.0,Saturday,2024,7,9.0,July
1495141895,LJW5169,NY,PAS,2024-06-11,50,SUBN,VOLKS,P,19510,97510,10210,20240612,25.0,25,25,977490,0025,0000,1227P,1220P,,F,194-176,E 128 ST,,0.0,408.0,E5,,BBBBBBB,ALL,ALL,GREY,0.0,2024.0,-,0.0,,,,,,GREY,Other,12.0,Tuesday,2024,6,,June
1494300382,BLANKPLATE,99,999,2024-07-05,74,,,P,35470,11710,13610,0,20.0,20,20,962938,0020,0000,0720P,,NY,,208,W 85 ST,,0.0,408.0,E2,,BBBBBBB,ALL,ALL,RED,0.0,2023.0,-,0.0,,,,,,RED,Manhattan,7.0,Friday,2024,7,,July
4907171067,HWS7966,NY,PAS,2024-07-12,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0130P,,ST,,,WB RICHMOND HILL RD,@ BRIDGETOWN ST,0.0,1180.0,B,T,,,,GY,,2024.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Staten Island,1.0,Friday,2024,7,,July
9136683711,50446MM,NY,COM,2024-07-22,69,VAN,CHEVR,T,34630,10510,13610,20251130,14.0,14,14,362166,T106,C,0718A,,NY,F,106,W 43RD ST,,0.0,408.0,H1,,YYYYY,0700A,0600P,WH,,2019.0,104934,0.0,9.0,69-FAIL TO DSP PRKING MTR RCPT,,,,WHITE,Manhattan,7.0,Monday,2024,7,7.0,July
4904480909,MGP3707,PA,PAS,2024-06-30,36,SW,CHRYS,V,0,0,0,0,,0,0,0,,,0645A,,BX,,,NB HUNTS POINT AVE @,LAFAYETTE AVE,0.0,1180.0,B,T,,,,,,2012.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,,Bronx,6.0,Sunday,2024,6,,June
9138808171,KXP6434,NY,PAS,2024-07-05,21,CONV,BMW,T,79430,31530,54130,20240927,88.0,88,88,373726,T301,T,1030A,,K,O,10,S PORTLAND AVE,,0.0,408.0,D1,,Y,0930A,1100A,WH,,2011.0,,0.0,3.0,21-NO PARKING (STREET CLEAN),,,,WHITE,Brooklyn,10.0,Friday,2024,7,9.0,July
4905926361,LJT3549,NY,PAS,2024-07-04,36,SUBN,VOLKS,V,0,0,0,0,,0,0,0,,,0825A,,QN,,,WB N CONDUIT AVE @ 8,8TH ST,0.0,1180.0,B,T,,,,WH,,2022.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,WHITE,Queens,8.0,Thursday,2024,7,,July
5135736207,16956BT,NY,OMR,2024-07-09,7,BUS,STARC,V,0,0,0,0,,0,0,0,,,0419P,,QN,,,WB N CONDUIT AVE @ V,AN WYCK EXPWY SB / E,0.0,1111.0,D,T,,,,WH,,2012.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,WHITE,Queens,4.0,Tuesday,2024,7,,July
4906300273,GDR3264,NY,PAS,2024-07-10,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0951A,,QN,,,NB FARMERS BLVD @ 17,6TH ST,0.0,1180.0,B,T,,,,WHBK,,2021.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,WHBK,Queens,9.0,Wednesday,2024,7,,July
4908344991,N33RSX,NJ,PAS,2024-07-20,36,SEDA,DODGE,V,0,0,0,0,,0,0,0,,,1104P,,MN,,,NB 11TH AVE @ W 38TH,ST,0.0,1180.0,B,T,,,,,,2022.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,,Manhattan,11.0,Saturday,2024,7,,July
4905841010,Y86RYU,NJ,PAS,2024-07-07,36,UT,NISSA,V,0,0,0,0,,0,0,0,,,0140P,,BK,,,WB EASTERN PKWY @ RA,LPH AVE,0.0,1180.0,B,T,,,,,,2014.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,,Brooklyn,1.0,Sunday,2024,7,,July
9141553664,90789ND,NY,COM,2024-07-18,38,DELV,KENWO,T,10510,14110,33890,20250531,6.0,6,6,362193,T102,S,0300P,,NY,F,307,6TH AVE,,0.0,408.0,H1,,YYYYYY,0730A,1000P,RD,,2023.0,105544,0.0,28.0,38-FAILURE TO DSPLAY METER REC,,,,RED,Manhattan,3.0,Thursday,2024,7,7.0,July
4037869421,JPN8187,NY,PAS,2024-07-03,5,SUBN,GMC,V,0,0,0,0,,0,0,0,,,0614P,,BK,,,NB UTICA AVE @ CHURC,H AVE,0.0,1111.0,C,T,,,,BK,,2016.0,,0.0,,BUS LANE VIOLATION,,,,BLACK,Brooklyn,6.0,Wednesday,2024,7,,July
4904779484,JEB1126,NY,PAS,2024-06-28,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0254P,,BK,,,EB CONDUIT BLVD @ GL,ENMORE AVE,0.0,1180.0,B,T,,,,WH,,2013.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,WHITE,Brooklyn,2.0,Friday,2024,6,,June
9133349125,SSE63G,NJ,PAS,2024-07-18,46,SUBN,FORD,T,37580,40230,44430,88888888,69.0,69,69,349535,T302,U,0239A,,K,O,617,E 84TH ST,,0.0,408.0,F1,,YYYYYYY,,,GREY,,0.0,,0.0,,46A-DOUBLE PARKING (NON-COM),,,,GREY,Brooklyn,2.0,Thursday,2024,7,,July
5135980076,J79PNR,NJ,PAS,2024-07-20,7,SD,NISSA,V,0,0,0,0,,0,0,0,,,0825P,,BK,,,LINDEN BLVD (W/B) @,FOUNTAIN AVE,0.0,1111.0,D,T,,,,,,2012.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,,Brooklyn,8.0,Saturday,2024,7,,July
9141427129,LDF3360,NY,PAS,2024-07-05,74,SUBN,DODGE,T,41730,36480,36530,20250925,67.0,67,67,365813,T302,K,0939A,,K,O,3721,FOSTER AVE,,0.0,408.0,J2,,YYYYYYY,,,GY,,2019.0,,0.0,,74-MISSING DISPLAY PLATE,,,,GREY,Brooklyn,9.0,Friday,2024,7,,July
4908667470,EHHR93,FL,PAS,2024-07-23,36,4D,LEXUS,V,0,0,0,0,,0,0,0,,,0922A,,ST,,,SB HYLAN BLVD @ FING,ERBOARD RD,0.0,1180.0,B,T,,,,SIL,,2012.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,SIL,Staten Island,9.0,Tuesday,2024,7,,July
9139308339,LAM9206,NY,PAS,2024-07-18,46,SUBN,ME/BE,T,28830,22330,67047,20250130,60.0,60,60,377853,T302,R,0220P,,K,F,3166,CONEY ISLAND AVE,,0.0,408.0,F1,,YYYYYYY,,,BK,,2023.0,,0.0,41.0,46A-DOUBLE PARKING (NON-COM),,,,BLACK,Brooklyn,2.0,Thursday,2024,7,,July
4905251850,RKAZ95,FL,PAS,2024-07-01,36,4D,LINCO,V,0,0,0,0,,0,0,0,,,0123P,,BK,,,NB RALPH AVE @ BEVER,LEY RD,0.0,1180.0,B,T,,,,GRY,,2011.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Brooklyn,1.0,Monday,2024,7,,July
9137999151,KWR5983,NY,PAS,2024-07-10,74,4DSD,ME/BE,T,34390,0,0,20260425,14.0,14,14,368920,MTTF,D,0316P,,NY,I,N,W 31ST ST,40ft W/of 6th Ave,0.0,408.0,J2,,YYYYYYY,,,WH,,2014.0,,0.0,7.0,74-MISSING DISPLAY PLATE,,,,WHITE,Manhattan,3.0,Wednesday,2024,7,,July
9141945967,LHB4488,NY,PAS,2024-07-20,40,SUBN,HONDA,T,15020,28110,12550,20260304,47.0,47,47,368539,T201,Q,0651A,,BX,F,3750,BRONX BLVD,,0.0,408.0,E2,,YYYYYYY,,,GY,,2008.0,,2.0,47.0,40-FIRE HYDRANT,,,,GREY,Bronx,6.0,Saturday,2024,7,,July
4904054581,5GTECH,NY,SRF,2024-06-22,36,SUBN,TESLA,V,0,0,0,0,,0,0,0,,,0334P,,MN,,,EB W 155TH ST @ ST N,ICHOLAS PL,0.0,1180.0,B,T,,,,WH,,2023.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,WHITE,Manhattan,3.0,Saturday,2024,6,,June
2015865779,LLG571I,NY,PAS,2024-07-02,67,4DSD,TOYOT,S,0,0,0,20250622,62.0,62,0,629011,KS11,,0320A,00000,Kings,,,E/S OF 18 AVENUE 3',S/O 74 STREET,0.0,408.0,f7,,,,,WH,,2023.0,,0.0,,PEDESTRIAN RAMP,,,,WHITE,Brooklyn,3.0,Tuesday,2024,7,,July
4037667710,KFX4178,NY,PAS,2024-06-24,5,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1136A,,QN,,,EB JAMAICA AVE @ MER,RICK BLVD,0.0,1111.0,C,T,,,,GY,,2008.0,,0.0,,BUS LANE VIOLATION,,,,GREY,Queens,11.0,Monday,2024,6,,June
9139566651,937334T,NJ,PAS,2024-07-09,38,VAN,RAM,T,35630,14630,14680,88888888,61.0,61,61,372255,T302,V,1026A,,K,O,2105,E 18TH ST,,0.0,408.0,H1,,YYYYYY,0900A,0700P,WHITE,,0.0,315463,0.0,34.0,38-FAILURE TO DSPLAY METER REC,,,,WHITE,Brooklyn,10.0,Tuesday,2024,7,9.0,July
9144417019,LCW3798,NY,PAS,2024-07-20,74,4DSD,HYUND,T,81430,23330,54070,20250524,77.0,77,77,356185,T301,C,0839A,,K,F,1065,STERLING PL,,0.0,408.0,J2,,YYYYYYY,,,WH,,2020.0,,0.0,,74-MISSING DISPLAY PLATE,,,,WHITE,Brooklyn,8.0,Saturday,2024,7,,July
4906960583,LXV9816,PA,PAS,2024-07-12,36,SW,TOYOT,V,0,0,0,0,,0,0,0,,,1150A,,BK,,,WB FLATLANDS AVE @ E,52ND ST,0.0,1180.0,B,T,,,,,,2023.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,,Brooklyn,11.0,Friday,2024,7,,July
9140520134,240MTM,KS,PAS,2024-07-05,38,SUBN,JEEP,T,25390,18710,18730,88888888,19.0,19,19,357097,T103,J,1032A,,NY,F,1186,MADISON AVE,,0.0,408.0,H1,,YYYYYY,0900A,0700P,BLACK,,0.0,114393,0.0,33.0,38-FAILURE TO DSPLAY METER REC,,,,BLACK,Manhattan,10.0,Friday,2024,7,9.0,July
4909502968,DSM2207,NY,PAS,2024-07-27,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0615P,,BK,,,NB KNAPP ST @ ALLEN,AVE,0.0,1180.0,B,T,,,,WH,,2019.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,WHITE,Brooklyn,6.0,Saturday,2024,7,,July
9141550006,PC373426,DE,PAS,2024-07-08,20,SUBN,VOLKS,T,13460,17050,16000,20240688,9.0,9,9,362193,T102,S,0257P,,NY,F,350,BOWERY,,0.0,408.0,D,,YYYYYY,0800A,0600P,GREY,,0.0,,0.0,8.0,20A-NO PARKING (NON-COM),,,,GREY,Manhattan,2.0,Monday,2024,7,8.0,July
9138575784,18389BR,NY,TRC,2024-06-26,69,TRAC,KENWO,T,34430,10510,10610,20240930,14.0,14,14,377870,T102,J,0706A,,NY,F,100,W 33RD ST,,0.0,408.0,H1,,YYYYYY,0700A,0700P,RD,,2024.0,106301,0.0,17.0,69-FAIL TO DSP PRKING MTR RCPT,,,,RED,Manhattan,7.0,Wednesday,2024,6,7.0,June
9139707647,KSD4875,NY,PAS,2024-07-10,31,4DSD,AUDI,T,34050,10910,33390,20251221,6.0,6,6,371169,T102,H,1049A,,NY,F,414,W 14TH ST,,0.0,408.0,L3,,YYYYY,0700A,0400P,WH,,2019.0,,0.0,19.0,31-NO STAND (COM. MTR. ZONE),,,,WHITE,Manhattan,10.0,Wednesday,2024,7,7.0,July
9138647746,KDT4234,NY,PAS,2024-07-11,70,4DSD,TOYOT,T,34590,10510,13610,20240710,14.0,14,14,353143,T106,J,1224P,,NY,F,114,W 41ST ST,,0.0,408.0,J3,,YYYYYYY,,,BK,,2014.0,,0.0,17.0,70A-REG. STICKER EXPIRED (NYS),,,,BLACK,Manhattan,12.0,Thursday,2024,7,,July
9140980145,70266PC,NY,APP,2024-07-08,62,TRAC,MACK,T,59990,9190,9490,20241031,108.0,108,108,343924,T401,Z,0144P,,Q,F,39-44,QUEENS BLVD,,0.0,408.0,D4,,YYYYYYY,,,GREEN,,2007.0,,0.0,36.0,62-BEYOND MARKED SPACE,,,,GREEN,Queens,1.0,Monday,2024,7,,July
5135996989,KSV5252,NY,PAS,2024-07-21,7,4DSD,BUICK,V,0,0,0,0,,0,0,0,,,0421P,,QN,,,QUEENS BLVD (W/B) @,JACOBUS ST,0.0,1111.0,D,T,,,,LTBR,,2005.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,LTBR,Queens,4.0,Sunday,2024,7,,July
4904635395,JPD8461,NY,PAS,2024-06-27,36,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,1027P,,QN,,,EB HORACE HARDING EX,PWY @ MARATHON PKWY,0.0,1180.0,B,T,,,,GY,,2020.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Queens,10.0,Thursday,2024,6,,June
9138935570,LBJ7116,NY,PAS,2024-07-02,31,SUBN,HONDA,T,34230,10410,10510,20250420,13.0,13,13,371707,T102,K,1132A,,NY,F,50,W 23RD ST,,0.0,408.0,L3,,YYYYYY,0700A,0700P,GY,,2023.0,,0.0,4.0,31-NO STAND (COM. MTR. ZONE),,,,GREY,Manhattan,11.0,Tuesday,2024,7,7.0,July
9143165904,KFJ5272,NY,PAS,2024-07-23,71,SUBN,MAZDA,T,56490,58190,45490,20240805,104.0,104,104,363997,T402,B,1021A,,Q,F,58-22,MYRTLE AVE,,0.0,408.0,J6,,YYYYYYY,,,WHITE,,2020.0,,0.0,29.0,71A-INSP STICKER EXPIRED (NYS),,,,WHITE,Queens,10.0,Tuesday,2024,7,,July
5604585038,LBF4155,NY,PAS,2024-07-07,12,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0449P,,QN,,,WB JAMAICA AVE @ 150,th St,0.0,1111.0,C,T,,,,GY,,2023.0,,0.0,,MOBILE BUS LANE VIOLATION,,,,GREY,Queens,4.0,Sunday,2024,7,,July
9136839863,JAJ2781,NY,PAS,2024-07-08,70,4DSD,BMW,T,0,40404,40404,20240607,108.0,108,108,372257,T803,AA,0911P,,Q,I,,SUNNYSIDE LOT,,0.0,408.0,J3,,YYYYYYY,,,BL,,2020.0,,0.0,,70A-REG. STICKER EXPIRED (NYS),,,,BLACK,Queens,9.0,Monday,2024,7,,July
4905048965,LHC4659,NY,PAS,2024-07-03,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0549A,,QN,,,WB ASTORIA BLVD N @,42ND ST,0.0,1180.0,B,T,,,,WH,,2017.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,WHITE,Queens,5.0,Wednesday,2024,7,,July
9136842758,44912MK,NY,COM,2024-06-26,38,VAN,CHEVR,T,37290,8940,9090,88888888,114.0,114,114,361091,T401,D,0946A,,Q,F,37-14,BROADWAY,,0.0,408.0,H1,,YYYYYY,0800A,0700P,WHITE,,2017.0,423969,0.0,,38-FAILURE TO DSPLAY METER REC,,,,WHITE,Queens,9.0,Wednesday,2024,6,8.0,June
4907325885,MMW5515,PA,PAS,2024-07-14,36,SW,DODGE,V,0,0,0,0,,0,0,0,,,0641P,,QN,,,EB EDGEMERE AVE @ B,47TH ST,0.0,1180.0,B,T,,,,,,2021.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,,Queens,6.0,Sunday,2024,7,,July
9137362860,914AH0,NY,MOT,2024-07-03,70,MCY,HARLE,T,34270,0,0,20240430,10.0,10,10,374613,T102,D,0840A,,NY,I,S,W 25TH ST,15ft E/of 10th Ave,0.0,408.0,J3,,YYYYYYY,,,GREY,,0.0,,0.0,11.0,70A-REG. STICKER EXPIRED (NYS),,,,GREY,Manhattan,8.0,Wednesday,2024,7,,July
9141070343,LBB7231,NY,PAS,2024-07-03,71,SUBN,TOYOT,T,13610,37170,37190,20250517,33.0,33,33,356314,T103,H,0203P,,NY,F,4053,BROADWAY,,0.0,408.0,J6,,YYYYYYY,,,GY,,2018.0,,0.0,6.0,71A-INSP STICKER EXPIRED (NYS),,,,GREY,Manhattan,2.0,Wednesday,2024,7,,July
9142583822,KWR9145,NY,PAS,2024-07-24,70,SUBN,ACURA,T,21140,28890,18790,20240526,102.0,102,102,363567,T402,D,0739A,,Q,F,94-19,118TH ST,,0.0,408.0,J3,,YYYYYYY,,,WH,,2020.0,,0.0,44.0,70A-REG. STICKER EXPIRED (NYS),,,,WHITE,Queens,7.0,Wednesday,2024,7,,July
4906773473,KZJ3703,NY,PAS,2024-07-10,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0742A,,BK,,,EB FLATLANDS AVE @ E,LTON ST,0.0,1180.0,B,T,,,,BK,,2012.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,BLACK,Brooklyn,7.0,Wednesday,2024,7,,July
9142636346,LEX5536,NY,PAS,2024-07-13,71,SUBN,CHEVR,T,20090,0,0,20250919,115.0,115,115,349562,T401,K,0831A,,Q,I,W,107TH ST,1ft S/of 37th Ave,0.0,408.0,J6,,YYYYYYY,,,BK,,2016.0,,0.0,,71A-INSP STICKER EXPIRED (NYS),,,,BLACK,Queens,8.0,Saturday,2024,7,,July
9143082725,LPP5580,PA,PAS,2024-07-22,21,SUBN,CADIL,T,49020,73420,76950,20248888,43.0,43,43,361339,T201,K,1216P,,BX,O,1116,MANOR AVE,,0.0,408.0,D1,,Y  Y,1130A,0100P,BLACK,,0.0,,0.0,1.0,21-NO PARKING (STREET CLEAN),,,,BLACK,Bronx,12.0,Monday,2024,7,11.0,July
9140630122,KDL2419,NY,PAS,2024-07-04,22,SUBN,NISSA,T,17550,26800,10010,20240727,13.0,13,13,376919,T102,R,0114P,,NY,F,344,E 28TH ST,,0.0,408.0,C2,,YYYYYYY,,,BK,,2012.0,,0.0,1.0,22A-NO ST TAXI/FHV RLF-NO TAXI,,,,BLACK,Manhattan,1.0,Thursday,2024,7,,July
4908532436,Y21NJM,NJ,PAS,2024-07-22,36,UT,JEEP,V,0,0,0,0,,0,0,0,,,0740A,,QN,,,WB N CONDUIT AVE @ 1,27TH ST,0.0,1180.0,B,T,,,,,,2009.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,,Queens,7.0,Monday,2024,7,,July
9139351695,LJP4134,NY,PAS,2024-07-10,20,SUBN,JEEP,T,65590,28990,52090,20260513,102.0,102,102,353159,T402,Y,0837A,,Q,F,119-20,UNION TURNPIKE,,0.0,408.0,D,,YYYYYY,0700A,0700P,BK,,2017.0,,0.0,,20A-NO PARKING (NON-COM),,,,BLACK,Queens,8.0,Wednesday,2024,7,7.0,July
4905235364,LCM4891,NY,PAS,2024-07-01,36,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,1046A,,QN,,,SB WOODHAVEN BLVD @,81ST AVE,0.0,1180.0,B,T,,,,GY,,2024.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Queens,10.0,Monday,2024,7,,July
9138413425,BARSHAI,NY,SRF,2024-07-22,21,SUBN,NISSA,T,9220,74990,75050,20250416,52.0,52,52,363053,T201,G,1139A,,BX,F,3250,ARLINGTON AVE,,0.0,408.0,D1,,Y,1130A,0100A,WH,,2019.0,,0.0,4.0,21-NO PARKING (STREET CLEAN),,,,WHITE,Bronx,11.0,Monday,2024,7,11.0,July
4905641640,HRH1032,NY,PAS,2024-07-04,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0336P,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0.0,1180.0,B,T,,,,GY,,2014.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,GREY,Queens,3.0,Thursday,2024,7,,July
5135389120,H3RE,NY,SPO,2024-06-22,7,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0735P,,QN,,,BEACH CHANNEL DR (W/,B) @ B 140TH ST,0.0,1111.0,D,T,,,,GY,,2023.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,GREY,Queens,7.0,Saturday,2024,6,,June
